DepTime,ArrTime,Distance,DayOfWeek,DayofMonth,Quarter,Airline_Air Wisconsin Airlines Corp,"Airline_Commutair Aka Champlain Enterprises, Inc.","Airline_GoJet Airlines, LLC d/b/a United Express",Origin_ABE,Origin_ABQ,Origin_AEX,Origin_ALB,Origin_ATW,Origin_AUS,Origin_AVL,Origin_AVP,Origin_BHM,Origin_BNA,Origin_BRO,Origin_BTR,Origin_BTV,Origin_BUF,Origin_CAE,Origin_CAK,Origin_CHO,Origin_CHS,Origin_CID,Origin_CLE,Origin_CLT,Origin_CMH,Origin_CPR,Origin_CRP,Origin_CVG,Origin_DAY,Origin_DCA,Origin_DEN,Origin_DIK,Origin_DLH,Origin_DRO,Origin_DSM,Origin_ECP,Origin_ELP,Origin_ERI,Origin_EWR,Origin_FLG,Origin_FNT,Origin_GJT,Origin_GPT,Origin_GRB,Origin_GRR,Origin_GSO,Origin_GSP,Origin_HPN,Origin_HRL,Origin_HSV,Origin_IAD,Origin_IAH,Origin_ICT,Origin_IDA,Origin_ILM,Origin_IND,Origin_ITH,Origin_JAN,Origin_JAX,Origin_LCH,Origin_LEX,Origin_LFT,Origin_LGA,Origin_LIT,Origin_LNK,Origin_LRD,Origin_MAF,Origin_MBS,Origin_MDT,Origin_MEM,Origin_MFE,Origin_MKE,Origin_MLI,Origin_MOB,Origin_MSN,Origin_MYR,Origin_OKC,Origin_OMA,Origin_ORD,Origin_ORF,Origin_PHL,Origin_PIA,Origin_PIT,Origin_PNS,Origin_PQI,Origin_PVD,Origin_PWM,Origin_RDU,Origin_RIC,Origin_ROA,Origin_ROC,Origin_SAF,Origin_SBN,Origin_SCE,Origin_SDF,Origin_SGF,Origin_SHV,Origin_SPI,Origin_STL,Origin_SYR,Origin_TUL,Origin_TVC,Origin_TXK,Origin_TYS,Origin_XNA,Dest_ABE,Dest_ABQ,Dest_AEX,Dest_ALB,Dest_ATW,Dest_AVL,Dest_AVP,Dest_BHM,Dest_BRO,Dest_BTR,Dest_BTV,Dest_BUF,Dest_CAE,Dest_CAK,Dest_CHO,Dest_CHS,Dest_CID,Dest_CLE,Dest_CLT,Dest_CMH,Dest_CPR,Dest_CRP,Dest_CVG,Dest_DAY,Dest_DCA,Dest_DEN,Dest_DIK,Dest_DLH,Dest_DRO,Dest_DSM,Dest_ECP,Dest_ELP,Dest_ERI,Dest_EWR,Dest_FLG,Dest_FNT,Dest_GJT,Dest_GPT,Dest_GRB,Dest_GRR,Dest_GSO,Dest_GSP,Dest_HPN,Dest_HRL,Dest_HSV,Dest_IAD,Dest_IAH,Dest_ICT,Dest_ILM,Dest_IND,Dest_ITH,Dest_JAN,Dest_JAX,Dest_LCH,Dest_LEX,Dest_LFT,Dest_LGA,Dest_LIT,Dest_LNK,Dest_LRD,Dest_MAF,Dest_MBS,Dest_MDT,Dest_MEM,Dest_MFE,Dest_MKE,Dest_MLI,Dest_MOB,Dest_MSN,Dest_MYR,Dest_OKC,Dest_OMA,Dest_ORD,Dest_ORF,Dest_PHL,Dest_PIA,Dest_PIT,Dest_PNS,Dest_PQI,Dest_PVD,Dest_PWM,Dest_RDU,Dest_RIC,Dest_ROA,Dest_ROC,Dest_SAF,Dest_SBN,Dest_SCE,Dest_SDF,Dest_SGF,Dest_SHV,Dest_SPI,Dest_STL,Dest_SYR,Dest_TUL,Dest_TVC,Dest_TXK,Dest_TYS,Dest_XNA,DelayLabel
-0.18475920610994842,0.0623230791090349,0.9682931750867482,1,4,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,on-time
0.17581695697719885,0.3727621758367866,0.8360997432077195,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,on-time
-0.5264817136108396,-0.4067848892795677,0.6073034188017084,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,on-time
0.05562490261481643,0.34746713832563647,-0.14518227035583933,7,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,on-time
0.9912375610827737,1.200599767110791,-0.6688716351073759,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,on-time
0.9181796456860315,0.8671651817365393,0.2819042018687148,7,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,late
-0.941262136508473,-0.9724739099834707,-0.282460064999446,6,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,on-time
0.508112636684962,0.39575766448328675,-0.8112337925155606,6,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,on-time
-1.836810776855636,-1.9060907490313759,-0.877330508455075,6,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,on-time
-0.9671859129395751,-0.8459987224277201,0.2819042018687148,7,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,very-late
